Year,Month,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004,8,0.8,908.75,-200,3.6330650217,690,29,1038.75,37,1488,473.5,35.0750007629,32.1249995232,1.7840884311
2004,8,0.8,900.75,-200,4.4015962639,732.5,27,888,39,1604.5,755,24.8500003815,63.4750003815,1.9647162204
2004,8,0.8,990.5,-200,5.2879383931,777.75,29,796.75,36,1665.25,909.5,26.7249994278,60.6999998093,2.0976693612
2004,8,0.8,940,-200,3.9643747978,708.75,47,955.5,52,1640.75,588,25.1749997139,67.0750007629,2.1163871707
2004,8,0.8,892,-200,4.2382479471,723.75,55,970.5,71,1490,511.25,36.3000001907,27.375,1.626360751
2004,8,0.8,913.5,-200,4.2846500618,726.25,44,958.5,51,1495.5,533.5,35.2749996185,27.625,1.5512199063
2004,8,0.8,872.75,-200,3.7949708199,699.25,47,998.75,53,1413.25,527.5,36.1750001907,24.1249995232,1.4234819909
2004,8,0.8,830.75,-200,3.4359890247,678.5,37,1142.5,60,1291,526.25,33.7749996185,21.875,1.130271263
2004,8,0.8,824,-200,3.9508862356,708,61,1090.5,67,1255.5,463,35.7749996185,17.7999997139,1.0274449051
2004,8,0.8,825.25,-200,3.8481259529,702.25,53,1076.5,57,1267.25,458,38.4000005722,16.4499998093,1.0957289777
2004,8,0.8,962,-200,4.6684102134,746.5,37,861.75,38,1605,711.75,27.0500006676,54.4250001907,1.916815085
2004,8,0.8,-200,-200,-200,-200,50,-200,69,-200,-200,-200,-200,-200
2004,8,0.9,970.75,-200,6.1990419633,821,28,819.5,40,1636.5,811,25.0500001907,53.9250001907,1.6889628104
2004,8,0.9,1011.75,-200,5.8282613974,803.75,53,831.75,48,1637.75,765.5,32.375,37.2750005722,1.7807569113
2004,8,0.9,907.5,-200,4.6973937498,748,69,1019.5,92,1373.25,451.25,39.7249994278,19.0750002861,1.3645854821
2004,8,0.9,912.25,-200,5.2574513826,776.25,61,990.75,84,1378.5,460.5,38.5,19.8000001907,1.3260233642
2004,8,0.9,867.75,-200,5.1412815724,770.5,51,839.5,43,1607.5,860,22.9000005722,62.6000003815,1.7252929951
2004,8,0.9,886,-200,4.6106727477,743.5,-200,868.75,-200,1589.5,699.75,24.125,61.8499984741,1.8338863237
2004,8,0.9,907.75,-200,4.0684373546,714.5,38,987.75,46,1479,495,34.9999990463,31.0500001907,1.7172519102
2004,8,0.9,929.25,-200,4.775056711,752,51,954.5,64,1385,544,38.7750005722,23.6749997139,1.6092638614
2004,8,0.9,932.5,-200,3.817080483,700.5,57,906,62,1638,689.5,25.8999996185,64.5249996185,2.1246909707
2004,8,0.9,913.25,-200,4.7119141883,748.75,54,910.5,58,1535,742.25,28,43.4250001907,1.6161680485
2004,8,0.9,933,-200,4.6877240739,747.5,51,947.5,52,1550.75,628.75,31.6499996185,35.4749994278,1.6268764072
2004,8,0.9,963.75,-200,5.1061453858,768.75,40,872.75,56,1546.25,571.75,35.1750001907,32.0500001907,1.789785477
2004,8,0.9,938.5,-200,4.8974902217,758.25,40,858.25,47,1543.5,663.75,26.6749997139,49.4749994278,1.7047703677
2004,8,0.9,892,-200,5.0461510912,765.75,38,879.75,55,1399.25,796.5,28.3249998093,34.1499996185,1.2950937943
2004,8,0.9,864.75,-200,5.4003663104,783.25,86,893.25,68,1445.5,838,21.3499999046,46.9749994278,1.1792624699
2004,8,0.9,835.5,-200,4.5580160732,740.75,53,1065,60,1276.5,478.5,38.5500001907,14.625,0.9820999035
2004,8,0.9,958.75,-200,5.4672744386,786.5,45,829.5,54,1459.75,820.75,26.5,40.6749992371,1.3872840643
2004,8,0.9,935.75,-200,4.3546566972,730,48,863.5,38,1551,725.75,27.6749997139,52.5749998093,1.9201911998
2004,8,0.9,843.25,-200,4.0866524318,715.5,41,1004.5,53,1305,496,33.375,21.625,1.092684041
2004,8,0.9,882,-200,4.9914220996,763,38,879.25,55,1388,655.75,23.3000001907,45.3250007629,1.2794421401
2004,8,0.9,-200,-200,-200,-200,48,-200,52,-200,-200,-200,-200,-200
2004,8,1,835.5,-200,4.7313044856,749.75,43,959.5,54,1390,483.5,35.1249990463,25.1750001907,1.4019829696
2004,8,1,857.5,-200,5.2574513826,776.25,43,947.25,56,1430.75,498,38.1250009537,21.1249995232,1.3863316294
2004,8,1,886.25,-200,5.801772705,802.5,51,939,68,1459.75,537.75,38.5249996185,21.8499994278,1.4652925906
2004,8,1,920.5,-200,4.5056174738,738,46,901.25,47,1585,779,25.1250004768,56.5749998093,1.7798259366
2004,8,1,934.75,-200,4.233619587,723.5,43,936,49,1574.25,597.5,29.5250000954,45.9250001907,1.8661697243
2004,8,1,925.75,-200,4.9914220996,763,41,948.75,54,1490.5,504.25,33.8000001907,32.0749993324,1.6596116084
2004,8,1,1034.75,-200,7.0499517451,859,33,731.75,49,1679.75,995.5,27.4499998093,55,1.982683596
2004,8,1,950,-200,5.3849758751,782.5,52,914,62,1443,524.5,38.0499992371,24,1.5686135368
2004,8,1,995,-200,5.1011343179,768.5,48,881.5,46,1575.75,615.25,36.5999994278,30.8249998093,1.861673146
2004,8,1,966.75,-200,4.5389321541,739.75,50,925.75,50,1525.75,557.25,38.7749996185,25.4249997139,1.728216752
2004,8,1,949.25,-200,5.0112941097,764,44,898,56,1578.75,572.5,35.9250001907,32.125,1.8696675176
2004,8,1,941.25,-200,5.5760978179,791.75,44,896.75,60,1581.75,544.25,37.2500009537,28.0249996185,1.7537330104
2004,8,1,870,-200,4.6298845295,744.5,54,998.25,70,1400.25,471.5,33.9750003815,25.1500005722,1.3140480339
2004,8,1,891.5,-200,5.1463094114,770.75,55,964.75,76,1464.5,493.5,32.0499997139,28.1500000954,1.3204341829
2004,8,1,931.6666666667,-200,4.6587660339,746,51,911.6666666667,71,1527.6666666667,534,26.9000002543,47.5333328247,1.6595189669
2004,8,1,919.25,-200,4.4818853615,736.75,49,899,63,1533.75,611,25.0750002861,55.7000007629,1.7471341516
2004,8,1,922,-200,4.0275803442,712.25,52,923.75,57,1494,608.75,34.9750003815,29,1.6016586652
2004,8,1,935.25,-200,5.2118618577,774,43,825.25,53,1562.25,686.75,27.1499996185,48.1999998093,1.7074915253
2004,8,1,937.5,-200,5.2930268666,778,46,896,56,1519.75,699.75,32.1499996185,34,1.6038538968
2004,8,1,884.75,-200,4.6058751245,743.25,53,1015.75,81,1379,646.5,32.5750007629,24.5999999046,1.1885163353
2004,8,1,871,-200,4.9567271169,761.25,61,1014.5,60,1346,520.25,39.7249994278,15.3250000477,1.0963183363
2004,8,1,945.5,-200,5.0711119747,767,57,869.75,65,1442.5,728.25,28.1500000954,36.5500001907,1.3721582072
2004,8,1,928.75,-200,5.5604956576,791,59,841.25,41,1492.5,788.5,22.1500000954,53.8999996185,1.4200773189
2004,8,1,1011.75,-200,6.2699882764,824.25,31,802.5,39,1611.75,709.75,30.9500007629,42.9000005722,1.8908912379
2004,8,1,960.5,-200,5.8070663278,802.75,23,851.75,34,1552,617.75,37.1249990463,27.1500000954,1.6874377948
2004,8,1,965.75,-200,5.4209160125,784.25,27,870.25,36,1530.25,652,39.5250005722,24.3250002861,1.7215784892
2004,8,1,860.25,-200,4.69255785,747.75,39,954.5,50,1344.25,532,34.3250007629,22.4749999046,1.1973616482
2004,8,1,872,-200,4.9369477521,760.25,47,978.75,57,1313.5,512.75,36.1499996185,18.375,1.0827198278
2004,8,1,933.75,-200,5.9882722643,811.25,75,896,86,1343.25,552.75,33.7749996185,22.7999997139,1.178065576
2004,8,1,-200,-200,-200,-200,63,-200,59,-200,-200,-200,-200,-200
2004,8,1,-200,-200,-200,-200,58,-200,60,-200,-200,-200,-200,-200
2004,8,1,-200,-200,-200,-200,60,-200,68,-200,-200,-200,-200,-200
2004,8,1,-200,-200,-200,-200,65,-200,67,-200,-200,-200,-200,-200
2004,8,1.1,969.75,-200,7.8806210951,894.25,57,761,64,1649.25,756,32.4749999046,40.5500001907,1.9481399974
2004,8,1.1,901.5,-200,6.0204959413,812.75,56,874.5,64,1517.75,587.5,37.5,24.6500000954,1.5636781723
2004,8,1.1,917.75,-200,5.8441792988,804.5,43,816.25,55,1571,758.5,25.4249997139,55.0500001907,1.7627581627
2004,8,1.1,967.25,-200,6.2590510601,823.75,40,774,51,1637.25,862,25.5,61.5749998093,1.9804233492
2004,8,1.1,1012.75,-200,7.1595823523,863.75,59,818.75,75,1544.25,644.25,40.5249996185,23.3249998093,1.7415957286
2004,8,1.1,1073.6666666667,-200,7.2117641805,866,78,717,42,1768,1075.3333333333,26.066666921,63.6666666667,2.1170334653
2004,8,1.1,955,-200,5.0561291434,766.25,58,897.5,58,1596.5,620.25,37.0999994278,30.5499997139,1.8961683529
2004,8,1.1,941.5,-200,5.7436787659,799.75,52,877,69,1567.25,581,38.1000003815,26.3249998093,1.7252432078
2004,8,1.1,967.75,-200,5.6230160709,794,39,835.5,48,1687.75,653.75,27.1999998093,59.2750005722,2.1059465469
2004,8,1.1,917.5,-200,5.3032100725,778.5,65,896,89,1537.25,551,35.8499994278,27.6750001907,1.6040501908
2004,8,1.1,918.75,-200,5.6648618064,796,62,870.25,80,1537.75,559.5,28.0500001907,41.125,1.535004756
2004,8,1.1,967.25,-200,6.3028487558,825.75,68,820.5,61,1639.25,822,24,57.2000007629,1.6834551285
2004,8,1.1,954.5,-200,5.9775474261,810.75,61,841.25,59,1562,758.5,26.2999997139,50.1000013351,1.6888549558
2004,8,1.1,875,-200,4.7945572336,753,31,978.25,36,1402,578.75,38.2749996185,19.75,1.3066710632
2004,8,1.1,882.75,-200,4.3780996612,731.25,56,987.5,87,1384,692.5,30.5500001907,28.4250001907,1.2247074763
2004,8,1.1,906.25,-200,5.5293472694,789.5,51,936.25,85,1429.5,728.75,29.375,30.5,1.2287566946
2004,8,1.1,1011,-200,6.0851643309,815.75,33,829.75,35,1613.75,680,36.8500003815,30.9249997139,1.8934224893
2004,8,1.1,980,-200,5.5969296828,792.75,32,858.25,43,1549.25,653.5,37.6999998093,27.7249999046,1.7779732978
2004,8,1.1,856.75,-200,5.2371684741,775.25,45,979,55,1258.25,512.25,37.3249998093,15.4250004292,0.9692098123
2004,8,1.1,901.75,-200,5.6805880476,796.75,32,844.5,49,1354.75,841.25,26,33.0749998093,1.095511371
2004,8,1.1,904,-200,5.7647749943,800.75,44,852.25,53,1400,862.25,24.0750002861,37.9000005722,1.1204213738
2004,8,1.1,868.25,-200,5.7068397412,798,83,865.5,71,1391.5,823.75,20.0750002861,47.75,1.1092877643
2004,8,1.1,929.5,-200,4.7070719192,748.5,59,823,62,1463.75,776.75,23.7249999046,53.2499990463,1.5417561291
2004,8,1.1,994.25,-200,6.379807785,829.25,108,783.5,78,1580.75,981.5,23.5999999046,54.2250003815,1.5583310579
2004,8,1.1,-200,-200,-200,-200,68,-200,71,-200,-200,-200,-200,-200
2004,8,1.1,-200,-200,-200,-200,92,-200,52,-200,-200,-200,-200,-200
2004,8,1.1,902.5,-200,5.8441792988,804.5,49,886,64,1361,580.5,33.3999996185,22.5250005722,1.1397511431
2004,8,1.2,986,-200,6.3853200901,829.5,73,906,100,1482,536,36.5999984741,24.625,1.4872246265
2004,8,1.2,986.25,-200,4.9666294405,761.75,74,821.25,97,1572.5,552.75,26.6500000954,60.0749998093,2.0669957701
2004,8,1.2,1001.75,-200,8.7126100439,928,73,798.25,95,1636.25,629,36.125,26.3500003815,1.5505057215
2004,8,1.2,1085.75,-200,9.8967373617,973.75,58,706.5,91,1732.75,794.75,28.8249998093,43.5249996185,1.6989269797
2004,8,1.2,1065.25,-200,7.7484214964,888.75,94,722.25,56,1760.25,1081,21.875,74.8500022888,1.9396178436
2004,8,1.2,924.75,-200,6.4239630371,831.25,57,789.25,57,1662,974.75,23.4000000954,64.9000005722,1.8429846774
2004,8,1.2,951.25,-200,7.6826795487,886,74,742.25,51,1705,987.75,23.3499994278,61.8250007629,1.750428025
2004,8,1.2,929,-200,5.9721880808,810.5,57,861.5,67,1541,641.75,35.5499992371,29.8249993324,1.7003503753
2004,8,1.2,973.5,-200,6.462705341,833,46,863.75,67,1577,565.25,36.8250007629,29.5000004768,1.8037093014
2004,8,1.2,963.25,-200,5.2068068066,773.75,62,839.25,64,1621.25,758.25,27.2999997139,51.3499994278,1.8350312228
2004,8,1.2,1001,-200,6.529351623,836,49,770.5,57,1662,820.5,25.7749996185,60.4499998093,1.975946041
2004,8,1.2,996,-200,7.3575603749,872.25,87,755.75,55,1727.25,989.75,23.2499995232,67.4749984741,1.8990130186
2004,8,1.2,982.5,-200,7.9531314976,897.25,42,800,39,1608.25,803.75,32.6749992371,34.1499996185,1.6592042259
2004,8,1.2,981.75,-200,6.708497933,844,52,834.5,71,1566.75,638.25,33.875,32.3499999046,1.6808501798
2004,8,1.2,1031.5,-200,7.5993536317,882.5,106,717.5,42,1741.5,1051.25,23.4499998093,65.7250003815,1.8719922883
2004,8,1.2,1033.5,-200,6.7197631652,844.5,67,841.25,88,1565.75,701.5,39.75,25.4250001907,1.8212918033
2004,8,1.2,1065.75,-200,6.5906999478,838.75,47,739.5,49,1699.5,992.5,27.1999998093,59.1000003815,2.0997290683
2004,8,1.2,1003.25,-200,6.2918871264,825.25,68,793.5,65,1716,800.5,26.7249994278,60.6000003815,2.094213583
2004,8,1.2,989.25,-200,6.0474053049,814,53,845.25,65,1657.25,679.75,28.5999999046,53.6999998093,2.0690878239
2004,8,1.2,952.75,-200,5.7700542029,801,83,867.5,109,1572.5,656.5,35.7499990463,29,1.6716258526
2004,8,1.2,925.75,-200,5.8601157055,805.25,60,901.25,78,1510.75,524,29.3999996185,34.4499993324,1.3898827839
2004,8,1.2,956.75,-200,5.0711119747,767,57,866.5,74,1533.5,577,26.5500001907,50.4000005722,1.7240034682
2004,8,1.2,968.5,-200,6.8101749132,848.5,84,799.75,68,1626,889.5,25.0250000954,53.1749992371,1.6630151128
2004,8,1.2,1001.25,-200,6.5795275166,838.25,56,800.75,73,1613.75,668.25,32,38.2250003815,1.7879752224
2004,8,1.2,978.75,-200,6.1392795093,818.25,57,797,72,1589.5,731.5,28.1999998093,45.875,1.7272243196
2004,8,1.2,953.75,-200,6.3028487558,825.75,56,870.25,70,1530.75,691.25,35.8250007629,25.6750001907,1.4860849828
2004,8,1.2,1000.5,-200,5.7278782384,799,59,800.25,46,1641.75,753,27.7249999046,53.0250005722,1.9422526512
2004,8,1.2,1060.75,-200,7.7903815649,890.5,53,721.25,57,1697,894,29,48.5250015259,1.9132670735
2004,8,1.2,1030.75,-200,6.4848883758,834,47,792.5,47,1640,737.25,32.5249996185,39.3999996185,1.8982179503
2004,8,1.2,1009.25,-200,6.2590510601,823.75,35,821.75,44,1606,669.5,36.2249994278,30.5999994278,1.8104960853
2004,8,1.2,1021.75,-200,6.8101749132,848.5,32,812.75,44,1583.25,732.25,39.875,23.75,1.7127445485
2004,8,1.2,894.75,-200,6.7536071967,846,41,818.5,60,1370.75,787.25,26.5500001907,30.5750002861,1.0458612289
2004,8,1.2,918.75,-200,5.7173548642,798.5,29,843.5,50,1409,881.25,22.1999993324,43.125,1.1396192123
2004,8,1.2,-200,-200,-200,-200,74,-200,85,-200,-200,-200,-200,-200
2004,8,1.2,931.75,-200,7.0960240913,861,75,767,62,1483,893.5,20.7250003815,53.25,1.2870444426
2004,8,1.2,957.5,-200,7.2350079434,867,30,827.5,37,1467.5,660,34.3000011444,24.4749999046,1.3021027286
2004,8,1.3,953.5,-200,6.3522767111,828,51,792.75,68,1589.25,630.75,27.7249994278,47.3500003815,1.7343830313
2004,8,1.3,1006.75,-200,4.7555900809,751,53,848.5,64,1648.75,643.25,27.6000003815,52.4000005722,1.9054868517
2004,8,1.3,1066,-200,6.0258737207,813,63,791.75,56,1657.25,764,36.1750001907,34.8750009537,2.0577797625
2004,8,1.3,1056.25,-200,5.7911916346,802,52,823.75,47,1620.25,670,38.0250005722,30.6750001907,2.0021682842
2004,8,1.3,974.75,-200,5.4879321836,787.5,70,850.5,54,1629.25,701,34.4749994278,35.1000003815,1.8855988207
2004,8,1.3,974,-200,6.9639112107,855.25,53,835.75,67,1607,610,37.0750007629,27.1749997139,1.6843909737
2004,8,1.3,1008.25,-200,7.498693453,878.25,53,792,67,1690.75,722,29.2999997139,50.1749992371,2.01272332
2004,8,1.3,984,-200,5.6334651032,794.5,63,838.25,78,1569.5,675.75,25.4250001907,54.6000003815,1.7483487507
2004,8,1.3,923.5,-200,8.5121836463,920,92,766.75,62,1534.25,945.75,22.1750001907,44.9750003815,1.1867197907
2004,8,1.3,903,-200,6.9068012694,852.75,72,930,69,1420,605.5,38.7749996185,15.75,1.0705767611
2004,8,1.3,944.25,-200,6.9925413361,856.5,67,879.5,77,1463.25,631,35.1749992371,22.3249998093,1.2467069607
2004,8,1.3,969,-200,6.8498919438,850.25,70,857,77,1502.75,695.25,31.6750001907,28.2249999046,1.296223135
2004,8,1.3,960,-200,5.7120962711,798.25,73,853.5,84,1459.25,780.25,28,34.8999996185,1.2988892119
2004,8,1.3,902,-200,5.9080358837,807.5,57,911.5,64,1407.75,632,34.375,23.4750003815,1.2541143812
2004,8,1.3,923.25,-200,7.1133341976,861.75,92,874.75,107,1362.5,626,34.5750007629,18.2000000477,0.9831565591
2004,8,1.3,1038,-200,5.1866075197,772.75,67,748.75,61,1568.25,686.75,27.5499997139,50.3999996185,1.8274449027
2004,8,1.3,1058.5,-200,5.7384098616,799.5,66,740,62,1603.75,739.25,27.5499997139,50.4250011444,1.8283514287
2004,8,1.3,988.25,-200,6.2864093624,825,71,755.5,71,1558.75,847.75,24.9250001907,50.6499996185,1.5747157612
2004,8,1.3,972.25,-200,6.182718637,820.25,60,810.75,66,1535,629.75,34.4499998093,30.5750002861,1.6402352465
2004,8,1.3,985,-200,6.3083326208,826,66,808,71,1544.25,621,35.3249998093,28.4749999046,1.6033683687
2004,8,1.3,1004.25,-200,6.0420193394,813.75,57,808,61,1519.5,601.5,36.3249998093,28.3249998093,1.6851089819
2004,8,1.3,965,-200,5.7859041876,801.75,51,820.5,54,1503.75,563.5,32.5249996185,34.1499996185,1.6452828149
2004,8,1.3,871.75,-200,6.253585505,823.5,66,853.25,77,1345.5,590,27.0250000954,29.9750003815,1.0541641842
2004,8,1.3,-200,-200,-200,-200,82,-200,75,-200,-200,-200,-200,-200
2004,8,1.3,-200,-200,-200,-200,81,-200,71,-200,-200,-200,-200,-200
2004,8,1.3,-200,-200,-200,-200,91,-200,76,-200,-200,-200,-200,-200
2004,8,1.4,1037.25,-200,8.0137729871,899.75,75,816.75,95,1583.75,618.5,33.0500011444,32.6500000954,1.6200369305
2004,8,1.4,1009.25,-200,8.5246520076,920.5,76,778.25,99,1635.25,692.25,37.0749998093,25.6000003815,1.5867675356
2004,8,1.4,1006.5,-200,9.4362033258,956.25,73,763.25,105,1654.25,665.5,37.875,23.7750000954,1.5392248275
2004,8,1.4,995.75,-200,9.4948902974,958.5,80,778.75,117,1636.25,683.5,37.9749994278,22.2499995232,1.4483322755
2004,8,1.4,973.75,-200,8.4997230663,919.5,75,717.75,62,1755,1061.5,23.7999997139,64.9749994278,1.8896553453
2004,8,1.4,1031.5,-200,4.6202743814,744,87,813.25,79,1694.5,777.75,25.4499998093,68.0000009537,2.1806393192
2004,8,1.4,1043.75,-200,9.7972644548,970,54,714.75,39,1751.25,1068.25,31.8249998093,38.875,1.8005116935
2004,8,1.4,1018.5,-200,7.7484214964,888.75,54,786.75,65,1629.75,745.25,34.2249994278,31.4749999046,1.6675480065
2004,8,1.4,-200,-200,-200,-200,70,-200,76,-200,-200,-200,-200,-200
2004,8,1.4,1087.75,-200,9.1322516488,944.5,58,673.5,66,1764.5,1059.75,27.5250000954,54.4249992371,1.9705234072
2004,8,1.4,1113.5,-200,9.468788048,957.5,89,663.25,42,1835.75,1166.5,26.8000001907,60.5250005722,2.1008002826
2004,8,1.4,1048.25,-200,6.5851127221,838.5,80,845.25,65,1607.25,699.75,38.6750001907,25.7749996185,1.7425744083
2004,8,1.4,1056,-200,7.6112336113,883,64,798.5,63,1671.5,683.75,36.2250003815,31.0500001907,1.8371211695
2004,8,1.4,1056.5,-200,7.7663925527,889.5,72,777.5,57,1700.5,800.5,31.3749995232,40.6999998093,1.8376798828
2004,8,1.4,1050.25,-200,7.7005854842,886.75,59,770.25,54,1695.5,820,29.4250001907,49.9500007629,2.0181213532
2004,8,1.4,1033.25,-200,6.9810832767,856,60,774,62,1735.75,768.5,27.4499998093,59.3500013351,2.1394958921
2004,8,1.4,1031.25,-200,8.7378030664,929,79,758.5,77,1722,809.25,30.5,44.4000005722,1.9075606939
2004,8,1.4,993.75,-200,5.8813930211,806.25,72,830,90,1579.75,674.25,25.9499998093,52.9249992371,1.7478472442
2004,8,1.4,1004.75,-200,7.2641074761,868.25,71,778.75,85,1632.75,771,29.8249998093,41.7749996185,1.7269475281
2004,8,1.4,892.25,-200,7.4044776893,874.25,119,923.25,106,1369.25,749,35.2749996185,17,0.9545968654
2004,8,1.4,891.6666666667,-200,7.2815910933,869,71,953.3333333333,77,1363,632,37.3999989827,14.7333332698,0.9295388295
2004,8,1.4,971.5,-200,7.9713033231,898,79,806.75,88,1507.75,878.75,29.5,32.0500001907,1.3004917811
2004,8,1.4,1023.25,-200,7.4103512917,874.5,83,784.75,71,1589.5,710.5,36.4249992371,27.1250004768,1.6225876876
2004,8,1.4,1024.75,-200,7.9289299063,896.25,70,738.25,55,1693.25,822.5,29.8750004768,44.6500005722,1.851084267
2004,8,1.4,1028.5,-200,6.0797640503,815.5,75,803.5,54,1623.75,778.25,29.0749998093,48.4499998093,1.9185665868
2004,8,1.4,1054.5,-200,6.4129120528,830.75,72,769,53,1685.75,826.75,27.9500002861,52.9250001907,1.9640386191
2004,8,1.4,1083.25,-200,7.7604002285,889.25,72,724.5,56,1734,918,27.5749998093,52.1499996185,1.8936450097
2004,8,1.4,927.5,-200,6.5460587245,836.75,62,807.5,80,1410,871.25,27,30.7249999046,1.0789669362
2004,8,1.4,1072.25,-200,6.8498919438,850.25,70,737.25,65,1603.75,702.25,29.8499999046,43.4499998093,1.7987612716
2004,8,1.4,986.75,-200,6.2645186506,824,49,793,53,1541,580.75,29.0999999046,42.1000003815,1.6695112367
2004,8,1.4,922.75,-200,5.9829088207,811,59,804,69,1433.75,604.25,27.8499994278,35.5500001907,1.311633218
2004,8,1.4,938.5,-200,6.8101749132,848.5,72,803.75,83,1479,650,26.2749996185,37.3000001907,1.2555313646
2004,8,1.4,-200,-200,-200,-200,83,-200,71,-200,-200,-200,-200,-200
2004,8,1.4,-200,-200,-200,-200,89,-200,76,-200,-200,-200,-200,-200
2004,8,1.4,-200,-200,-200,-200,82,-200,88,-200,-200,-200,-200,-200
2004,8,1.4,1040,-200,7.5934166089,882.25,132,755.5,71,1560,635,34.5250005722,28.5749998093,1.5393351195
2004,8,1.5,1087.5,-200,9.2094528443,947.5,69,742.75,77,1667.25,765.5,30.6500000954,38.7249994278,1.6780120924
2004,8,1.5,1010.5,-200,8.7693379444,930.25,76,727.5,77,1722.75,1008.75,25.0750002861,59.9250001907,1.8796591191
2004,8,1.5,962.75,-200,7.3517046521,872,65,767,69,1617,802.5,25.6500000954,54.0749998093,1.7546223678
2004,8,1.5,1010.25,-200,6.5182236691,835.5,66,847.75,79,1576.5,616,31.1250004768,38.8499994278,1.7294715774
2004,8,1.5,1030.5,-200,7.2582835861,868,63,798.25,79,1634.25,689.5,28.9749999046,46.0750007629,1.8140565772
2004,8,1.5,1016.25,-200,7.5459916657,880.25,64,782.5,72,1616.5,683.75,34.3500003815,31.875,1.7005086091
2004,8,1.5,-200,-200,-200,-200,65,-200,75,-200,-200,-200,-200,-200
2004,8,1.5,1097.75,-200,9.1194117274,944,69,686.75,76,1771.5,1086,28.1999998093,51.0500001907,1.9220665253
2004,8,1.5,1048,-200,9.2352481253,948.5,88,763.5,86,1607.25,830.5,39.0250005722,23.7249999046,1.6345508224
2004,8,1.5,1118.25,-200,8.7693379444,930.25,65,697.25,60,1747.5,1026.5,28.1750001907,55.0499992371,2.0696747958
2004,8,1.5,1067.75,-200,8.4251230874,916.5,70,735.5,59,1727.5,915.75,30.8499999046,45.0249996185,1.9733133316
2004,8,1.5,1073.5,-200,7.6409681655,884.25,63,764,57,1725.5,838.25,28.125,54.1249990463,2.0290213265
2004,8,1.5,1066.25,-200,6.9467571781,854.5,101,802.75,61,1711.75,928.75,33.4000000954,39.875,2.0176504722
2004,8,1.5,1011.5,-200,8.1234221199,904.25,65,793.5,79,1653,695.25,35.2249994278,31.2250003815,1.7485362821
2004,8,1.5,1006.25,-200,7.9107993528,895.5,67,796.5,79,1697.25,735.5,30.2750000954,45.0999994278,1.9129456817
2004,8,1.5,1016,-200,7.9107993528,895.5,91,766.25,93,1704.25,820,33.4499988556,35.1000003815,1.781006619
2004,8,1.5,1042.25,-200,8.9086662949,935.75,84,759,72,1630,769.75,36.4499988556,26.7749996185,1.6038462569
2004,8,1.5,921.5,-200,7.492790093,878,60,879.75,70,1363,614.5,36.7999992371,16.2499995232,0.9922118931
2004,8,1.5,951.25,-200,7.4103512917,874.5,51,856,68,1406,600,34.8500003815,20.9000005722,1.1463427502
2004,8,1.5,1016.25,-200,6.8101749132,848.5,99,729.25,84,1608.75,871.5,26,48,1.5898577811
2004,8,1.5,954.25,-200,6.9524731849,854.75,89,791.75,94,1474,745.25,25.2000002861,40.75,1.2876642614
2004,8,1.5,968.5,-200,6.9982733697,856.75,75,752.75,84,1484.75,820.5,24.3000001907,43.3000001907,1.2972812879
2004,8,1.5,-200,-200,-200,-200,92,-200,89,-200,-200,-200,-200,-200
2004,8,1.5,-200,-200,-200,-200,85,-200,89,-200,-200,-200,-200,-200
2004,8,1.5,975.25,-200,7.6946148645,886.5,85,828.5,86,1477.5,736.75,32.2750005722,27.2250003815,1.2933347996
2004,8,1.6,1007.5,-200,8.3755456072,914.5,71,783,95,1642.5,671.5,34.8999996185,33.4249997139,1.8384058312
2004,8,1.6,990.25,-200,8.3199201198,912.25,65,777.25,86,1647.75,688.75,32.1749992371,37.375,1.7655446725
2004,8,1.6,980.5,-200,8.4375369444,917,78,739.5,93,1649.25,713.75,29.6750001907,41.6750001907,1.7080862442
2004,8,1.6,1031.75,-200,8.3014134168,911.5,72,763.5,71,1661.25,825.75,34.3000001907,31.4750003815,1.6745120272
2004,8,1.6,1109.25,-200,9.6521465508,964.5,59,695.5,74,1741.75,1099.5,28.7750000954,45.9499998093,1.7884252146
2004,8,1.6,1105.5,-200,8.5996254884,923.5,58,725,62,1756.5,909.5,30.6500000954,48.0500001907,2.0820783099
2004,8,1.6,1091.5,-200,8.0380845506,900.75,78,777.25,69,1691,734.25,37.4000005722,29.875,1.8848399359
2004,8,1.6,1053,-200,7.8866528125,894.5,58,744.75,46,1726.5,882,27.3000001907,57.7749996185,2.0646335408
2004,8,1.6,1069,-200,7.2233820761,866.5,92,785.25,65,1716.5,879.5,33.2249994278,39.2000007629,1.9641830499
2004,8,1.6,1017,-200,8.7441061672,929.25,67,772,86,1702.25,708.75,32.0750002861,38.7249994278,1.8190382242
2004,8,1.6,1079.75,-200,8.5184168544,920.25,60,739.25,67,1760.5,771.75,27.7999997139,57.375,2.1107495776
2004,8,1.6,1075.5,-200,8.605885909,923.75,101,719.5,80,1806,908.75,25.9999995232,61.9250001907,2.0510820967
2004,8,1.6,1085.75,-200,10.0969667982,981.25,100,688,86,1818.25,1006.5,27,57.4750003815,2.0183441908
2004,8,1.6,981.5,-200,8.1662349111,906,79,783.5,91,1560.75,1002.25,28.4499998093,34.3999996185,1.3140267514
